,word,word length,nr_phon,aoa,OSC_m,OSC_h,PSC_m,PSC_h,conc,val,freq_subtlex,old20,morph
1237,cherub,6,6,12.18,0.47456299810269814,0.13860866793025095,0.48036692991632607,0.08947764498408581,3.85,5.29,0.61,47.0,0
1238,chess,5,4,5.37,0.15150781569185973,0.08009290739294936,0.0861770278343503,0.11459415020934759,4.7,5.05,7.45,35.0,0
1239,chest,5,5,5.05,0.07590098253187245,0.20744040110002504,0.3755886708877264,0.14674848597151735,4.93,5.18,40.98,33.0,0
1240,chew,4,3,4.05,0.5449727593427114,0.21155634504412973,0.15811534326545898,0.18394532622124732,3.93,5.58,9.06,25.0,0
1241,chic,4,4,9.53,0.17597442193431648,0.12783062766175324,0.050359950327589116,0.09859509192973832,2.26,6.47,2.33,26.0,0
1242,chick,5,4,5.53,0.4335097872877416,0.23988852257137444,0.4379956984288932,0.22964924205450796,4.93,5.86,26.16,26.0,0
1243,chicken,7,6,3.26,0.5122722599204349,0.1326821187252652,0.5704835860442093,0.11361983961874172,4.8,6.17,61.73,37.0,1
1244,chickenpox,10,10,5.95,0.22342015737291485,0.035389463429833,0.03882800499359293,0.04750231688842613,4.56,2.76,0.45,82.0,1
1245,chief,5,4,7.53,0.2223072475880754,0.07968520598037877,0.38137654333466203,0.1028539561939087,4.26,5.83,77.9,36.0,0
1246,chiffon,7,6,13.78,0.29305020706589086,0.058589998191094964,0.17294272383907852,0.04945144073486621,4.45,6.0,0.49,58.0,0
1247,child,5,5,5.14536,0.6489499806143254,0.1766579619438266,0.42978485406763794,0.10636272138228917,4.78,7.2,157.65,35.0,0
1248,childhood,9,8,7.94,0.5324422945947218,0.06651715310280851,0.5324422945947218,0.11312862512793594,2.53,6.65,14.18,74.0,1
1249,childish,8,7,6.33,0.4265892245014695,0.05133359985349197,0.4265892245014695,0.13847961543435255,2.52,4.89,4.9,59.0,1
1250,childless,9,8,9.38,0.1474144532634922,0.04450219934708441,0.055733218230114394,0.06420705481715294,3.07,3.57,0.59,60.0,1
1251,chill,5,4,6.4,0.2858120864075651,0.22271579478426515,0.1741566334772864,0.22989412761396102,2.89,5.16,16.24,30.0,0
1252,chilling,8,6,8.65,0.05130374569276536,0.05771001258725915,0.12347239842145388,0.11639531464811849,2.74,4.67,1.61,38.0,0
1253,chilly,6,5,6.39,0.05936283958349632,0.09699867049086641,0.25856804958403745,0.24652678611014012,3.56,4.41,4.31,36.0,1
1254,chime,5,4,7.83,0.3122327222658003,0.15237568052844833,0.4175925803451544,0.1350934045905719,4.4,6.05,0.92,32.0,0
1255,chimney,7,6,6.58,0.5952094584330713,0.1149040478512093,0.5952094584330713,0.08425405706019382,5.0,4.89,4.18,49.0,0
1256,chimp,5,5,7.17,0.5831813405809374,0.2242267087927256,0.6070738637884449,0.229072632954685,4.96,6.0,3.0,32.0,0
1257,chimpanzee,10,10,7.26,0.7199174590579474,0.12313316336552703,0.7199174590579474,0.0469198938012781,4.96,6.39,1.22,90.0,0
1258,chinchilla,10,8,12.67,0.7165767407761977,0.08765321224609163,0.7165767407761977,0.04411601231578289,4.72,6.15,0.53,85.0,0
1259,chip,4,4,5.89,0.4963251118953199,0.14270221010388007,0.5395054312678415,0.1678560538410297,4.71,6.32,20.61,21.0,0
1260,chipmunk,8,8,4.7,0.5844782117847627,0.11184458396762187,0.5844782117847627,0.12432750295196235,4.97,7.33,0.82,70.0,0
1261,chiropractor,12,13,12.67,0.6005809506203496,0.11684083918028401,0.10311089682956799,0.05669569493886147,4.86,5.3,0.88,103.0,1
1262,chirp,5,4,4.63,0.5215539697114313,0.2427551314124991,0.5215539697114313,0.18742702508130377,4.0,5.9,0.59,35.0,0
1263,chisel,6,5,10.53,0.2999094110612769,0.07364316356439964,0.4082182089318232,0.06954272146977795,4.63,5.25,0.88,39.0,0
1264,chivalry,8,7,13.89,0.038296639761005294,0.07510011138645137,0.08093701260835295,0.0939187955804835,1.88,6.7,1.2,63.0,0
1265,chloride,8,7,12.22,0.3621018788241263,0.06136758700911997,0.05335333945679389,0.18532114363973434,3.74,4.32,0.9,55.0,1
1266,chlorine,8,7,8.57,0.02127857347683359,0.19641486982255454,0.04823181610402936,0.2148013100956092,4.5,3.84,0.75,52.0,1
1267,chocolate,9,8,3.33,0.582746825103143,0.1509028885343228,0.588480609784939,0.10036145212281447,4.72,7.63,29.39,58.0,0
1268,choice,6,4,5.17,0.6850409223969899,0.11278681204185224,0.6850409223969899,0.07663248642752599,1.9,6.36,97.55,39.0,0
1269,choir,5,6,6.53,0.5789699504091366,0.05601738249045773,0.02512007579008385,0.18943623968002452,4.34,6.15,5.31,38.0,0
1270,choke,5,4,6.11,0.4064042157706478,0.24133510322419535,0.4162085882688213,0.17553259613329136,3.97,2.42,6.47,30.0,0
1271,cholera,7,7,12.69,0.13549352540220425,0.07236181380977763,0.07358777768977383,0.048982099387906305,3.26,2.68,1.1,51.0,0
1272,cholesterol,11,11,13.15,0.06902147680633215,0.026306805144256224,0.03047300937829497,0.01918985987530442,3.4,3.76,1.86,93.0,0
1273,choose,6,4,4.74,0.580644116589574,0.4464151316935716,0.6329058923750644,0.16012010401372048,2.62,6.0,48.06,35.0,0
1274,chop,4,4,6.74,0.36181025452664595,0.2439660587899516,0.39421894376038247,0.23382635313016822,4.48,4.6,13.61,22.0,0
1275,chord,5,4,9.71,0.6115971515033508,0.049477929641711896,0.09717577134623288,0.08954356142320219,4.29,5.75,1.82,36.0,0
1276,chore,5,4,5.79,0.3182802512475094,0.1342865725935932,0.10267742404241174,0.09590255617058653,3.78,3.9,1.0,32.0,0
1277,choreographer,13,13,12.25,0.6712957174802995,0.2557587416078683,0.043615054537008695,0.13839794179473508,4.23,5.32,1.04,70.0,1
1278,choreography,12,12,12.14,0.04863928074683251,0.21164039470327395,0.024508035163325854,0.14687231307825707,3.22,5.95,0.88,65.0,1
1279,chorus,6,6,7.5,0.589234910102824,0.09145952544319504,0.589234910102824,0.16501164023365628,4.03,6.0,6.08,38.0,0
1280,chow,4,3,7.89,0.2741890820373336,0.3041780893413775,0.2888020916015556,0.22799729055254833,4.47,6.16,6.86,25.0,0
1281,chowder,7,6,8.0,0.21653026312373896,0.09363769862602837,0.12594317765486596,0.08338460153576839,4.7,6.0,1.61,45.0,0
1282,christen,8,6,8.43,0.18687501170151316,0.08976174940488585,0.2972792505758077,0.06184231903117682,2.79,5.7,0.63,51.0,1
1283,christmas,9,8,4.346085,0.5827618874073313,0.12066115872906487,0.12629647196766558,0.038134142152831896,3.41,8.37,122.43,62.0,0
1284,chrome,6,5,8.32,0.19624753685027885,0.05851751671976142,0.11727728603601835,0.09162702755992623,4.5,6.26,1.27,40.0,0
1285,chubby,6,5,7.78,0.13640571770302376,0.13128753685772604,0.07836974389409843,0.10568978216853002,3.76,4.33,4.18,36.0,0
1286,chuck,5,4,6.72,0.31824058677898337,0.2478099857731832,0.32151149154391595,0.21368076646301615,3.82,5.06,21.49,31.0,0
1287,chuckle,7,5,6.3,0.46570888633082586,0.13369844818318627,0.4697906691428541,0.20551192595372444,3.82,7.1,1.59,40.0,0
1288,chug,4,4,9.37,0.4703079808128593,0.2634047333163495,0.5152402107157703,0.27042036979510137,3.68,5.2,2.33,31.0,0
1289,chum,4,4,9.24,0.2565636598393816,0.2168047846822312,0.26110293872018175,0.22522658223204092,3.81,5.3,3.06,28.0,0
1290,chump,5,5,10.95,0.32440282874296555,0.24329752509716157,0.3640962765116301,0.2489430488750764,3.19,4.1,4.1,30.0,0
1291,chunk,5,5,8.53,0.42825680852425196,0.18896066946077292,0.4321993699496108,0.18262270128266053,3.86,4.67,4.14,31.0,0
1292,chunky,6,6,7.42,0.14105628177093144,0.23886276937485634,0.16688348407008594,0.2557719610474716,3.69,4.1,1.39,35.0,1
1293,church,6,4,5.15,0.38332853310237147,0.09497420785813253,0.6306270209988641,0.07105451133327133,4.9,5.21,69.67,45.0,0
1294,churn,5,4,9.0,0.3845828693633066,0.047591117570569316,0.3845828693633066,0.14369232641709642,4.0,4.84,0.61,38.0,0
1295,chute,5,4,7.68,0.422208744794387,0.0653731074732808,0.19733977624949892,0.1676583231639045,4.61,4.05,3.61,37.0,0
1296,cider,5,6,5.83,0.03465748331089006,0.06805307742118408,0.036281151266462114,0.0657515992438621,4.97,5.6,1.9,35.0,0
1297,cigar,5,6,7.67,0.5981670369157062,0.0787592759633256,0.11524739521668087,0.17861334309126844,4.93,4.4,12.94,39.0,0
1298,cigarette,9,9,6.39,0.7522524056245125,0.20903541971944217,0.7522524056245125,0.1970811507970575,4.88,3.0,26.61,72.0,1
1299,cinch,5,5,10.72,0.3292144252920054,0.170810969490757,0.3292144252920054,0.16412488728704563,3.07,4.47,3.57,32.0,0
1300,cinder,6,7,7.57,0.12788259445536054,0.12430236753278154,0.029177419490880954,0.13040290635780916,4.54,4.8,0.76,30.0,0
1301,cinema,6,7,8.85,0.44195864301628657,0.20537214957788885,0.095355173345,0.14433364641032162,4.69,6.86,3.88,54.0,0
1302,cinematography,14,15,13.78,0.01596534599023294,0.15403667687134232,0.03062233515446893,0.03064492704374133,3.52,5.43,0.43,99.0,1
1303,cinnamon,8,8,5.37,0.12433602761634309,0.0518299567876311,0.08726740437844623,0.029713520623901167,4.85,6.75,2.98,75.0,0
1304,cipher,6,6,13.82,0.3392210653344925,0.06405798420606916,0.32812463408467113,0.1524420382568298,3.58,5.71,1.49,38.0,0
1305,circle,6,5,3.67,0.5785537213510485,0.1384821210012546,0.5796000393755909,0.23714961758004033,4.44,5.76,21.51,42.0,0
1306,circuit,7,6,11.78,0.6862549664939321,0.060335482330543914,0.7526322631476433,0.04805103152841531,3.83,4.82,6.67,55.0,0
1307,circumference,13,12,11.84,0.05270622690599233,0.018289945132820687,0.06207324104629921,0.02084668454493154,3.96,5.24,0.75,101.0,1
1308,circumstance,12,11,9.84,0.6250345377319526,0.06147654532225899,0.6250345377319526,0.055908747899642466,1.77,5.0,2.06,96.0,1
1309,circumvent,10,11,13.53,0.4947339701476611,0.04505961007143704,0.4947339701476611,0.041326790036017205,2.25,5.0,0.51,79.0,1
1310,circus,6,6,4.53,0.5417327791298581,0.05889731585690386,0.5417327791298581,0.05751145744001919,4.43,5.85,17.06,38.0,0
1311,citadel,7,8,13.13,0.06734911963441297,0.030412917006119033,0.07555048446059887,0.025656773227074534,4.61,5.61,0.45,60.0,0
1312,cite,4,4,13.29,0.03338633111059745,0.09977592682429093,0.04330803378130635,0.05702713280329864,3.07,4.95,0.94,21.0,0
1313,citizen,7,7,7.74,0.662792812520449,0.06424055871730562,0.662792812520449,0.10550709999194677,4.43,6.43,13.33,56.0,0
1314,citizenship,11,10,9.95,0.06798604064541951,0.03749462039364647,0.04701236258676187,0.06927265725872524,2.96,7.24,1.33,101.0,1
1315,citrus,6,7,6.63,0.04988597435644653,0.057976034066731054,0.12420753327284642,0.0859534500031875,4.21,6.36,0.51,42.0,0
1316,city,4,5,6.56,0.08189663599690346,0.04875796418883306,0.21692815975935234,0.1516065502822246,4.79,6.12,169.1,37.0,0
1317,civic,5,6,11.8,0.24309206402492867,0.04493867390690531,0.24309206402492867,0.04109768525048309,2.45,5.74,2.16,38.0,0
1318,civics,6,7,11.35,0.043211588880356755,0.05987598821065235,0.07656882396570414,0.04896837119971651,2.21,5.33,0.39,48.0,0
1319,civil,5,5,10.89,0.16587987859813313,0.05590115421258971,0.401782186274214,0.045220646916740236,2.07,5.8,15.94,39.0,0
1320,civilian,8,9,9.76,0.6262225550691914,0.17268311601288958,0.6262225550691914,0.07130148236108907,4.25,5.48,9.39,54.0,1
1321,civility,8,9,13.38,0.05300644917809357,0.1020029969618778,0.1185040325824401,0.06178242564425112,1.62,5.87,0.55,53.0,1
1322,claim,5,5,9.05,0.5657582062585275,0.051375353451606716,0.5583633910340243,0.19693872003216803,2.96,5.15,25.39,37.0,0
1323,clairvoyant,11,9,12.33,0.5168946189895774,0.08003690307956005,0.5168946189895774,0.15069624037654256,2.31,5.79,0.71,98.0,0
1324,clam,4,5,7.37,0.1919945189062341,0.13951769393141064,0.22404740296991807,0.12172733608197983,4.89,4.7,3.92,21.0,0
1325,clamp,5,6,10.89,0.5580197827573025,0.1838543832425148,0.5580197827573025,0.20073745330793888,4.53,4.6,6.86,29.0,0
1326,clan,4,5,11.05,0.15523205490227007,0.14751484292880337,0.596409218936911,0.10497650828611854,3.46,5.2,4.1,21.0,0
1327,clang,5,5,9.53,0.6180612319998892,0.24318089860132433,0.5750388244130231,0.25939295370360754,3.96,4.1,0.84,31.0,0
1328,clap,4,5,3.4,0.43484979392374573,0.19768894906464507,0.4641055702334321,0.21263552845870684,4.16,6.05,4.73,23.0,0
1329,clarinet,8,10,9.22,0.6314739609435971,0.044954534669863745,0.6314739609435971,0.09605091119508248,4.92,4.74,1.57,55.0,0
1330,clash,5,5,8.95,0.5089457130376721,0.06635284844968636,0.5089457130376721,0.08760490858254451,2.63,3.96,1.33,32.0,0
1331,clasp,5,6,8.63,0.2987692292549547,0.06426439999233366,0.3457393042677097,0.08377270940169222,4.41,5.19,1.02,36.0,0
1332,class,5,5,4.95,0.3364795828476558,0.07670608692848348,0.5094854744555013,0.1376922350011575,3.85,5.73,117.35,27.0,0
1333,classic,7,7,8.42,0.33556570887698284,0.11231997222109476,0.33936947740309287,0.08112017930551586,2.0,6.32,16.16,44.0,1
1334,classical,9,8,7.68,0.40119302163363674,0.09528850798375489,0.4060193944044226,0.14743227011501311,2.18,6.79,4.39,66.0,1
1335,classify,8,8,9.65,0.5256407267961416,0.05901700375175296,0.4122457748008281,0.17213141662227976,2.41,5.6,0.63,54.0,1
1336,classy,6,6,10.32,0.13941761999716412,0.09666019250639386,0.06175625173515834,0.13677974642397944,2.12,6.63,5.76,37.0,1
1337,clatter,7,7,8.74,0.6458625835930237,0.23970407944293873,0.10656977183925714,0.21765364127079395,3.19,4.05,0.71,34.0,0
1338,clause,6,5,12.16,0.670818266839526,0.05471661860779211,0.670818266839526,0.06390055548146745,2.73,4.9,2.8,37.0,0
1339,clavicle,8,8,13.38,0.6389967721247642,0.09588454602578268,0.6389967721247642,0.14766555182887162,4.5,4.42,0.98,63.0,0
1340,claw,4,4,4.7,0.4975213010048497,0.1755864180411093,0.2797055762982256,0.18607487409365744,4.83,4.65,4.37,26.0,0
1341,clay,4,4,5.32,0.10109253613296404,0.14258534862714078,0.14488565369981055,0.11735399967473756,4.93,5.45,12.0,25.0,0
1342,clean,5,5,3.89,0.5922026340258678,0.2311398769608469,0.6129237153646749,0.17852004089886628,3.07,7.09,121.24,34.0,0
1343,cleaner,7,7,5.76,0.6598375145619041,0.28431529017769636,0.06980827502504106,0.21010090622726557,3.78,5.8,6.92,33.0,1
1344,cleanse,7,6,8.11,0.5365387576425912,0.14887636592812098,0.5549255350203498,0.16919877545398737,3.31,6.65,1.45,36.0,0
1345,cleansing,9,8,9.11,0.02836177283152696,0.06814481323559558,0.032415581490110604,0.1458393204928027,2.75,6.85,1.02,47.0,0
1346,clear,5,5,5.8,0.32555834744334244,0.2345095784294414,0.08279816205125734,0.2234218123859376,3.55,6.14,171.82,35.0,0
1347,clearance,9,8,8.95,0.45860334338050934,0.07656404155679891,0.45860334338050934,0.025750346020505847,2.19,6.62,6.86,67.0,1
1348,cleat,5,5,9.0,0.6122791924629982,0.18105043932581696,0.6122791924629982,0.1944013902666159,4.5,4.24,0.43,31.0,0
1349,cleft,5,6,11.83,0.043213362729893866,0.06730027841541161,0.09475064666296257,0.04520662754382343,4.31,4.36,0.59,35.0,0
1350,clench,6,6,9.89,0.6103125084284955,0.1172403504236996,0.625388024653249,0.11181613277514013,4.25,3.68,0.39,39.0,0
1351,clergy,6,6,10.15,0.4972602862447789,0.057601485772808,0.4972602862447789,0.026644243320893303,4.03,4.8,0.94,48.0,0
1352,cleric,6,7,11.89,0.3135379853940302,0.10248982656922699,0.3135379853940302,0.11859870584167685,4.39,4.65,1.33,43.0,0
1353,clerical,8,8,10.79,0.0247398147079419,0.07157077891688733,0.06327985347293727,0.08307101943884256,2.93,4.65,0.98,54.0,1
1354,clerk,5,5,6.74,0.4978843869553868,0.056254815039539524,0.5082699765188162,0.15761601593142877,4.28,4.76,12.9,38.0,0
1355,clever,6,7,7.5,0.40250300351052454,0.07821306720373529,0.11887756292283884,0.07795244020352392,1.79,7.36,27.27,36.0,0
1356,cleverness,10,9,7.75,0.09736409862031757,0.10275664857619121,0.13799476096198257,0.07540213070715601,2.07,6.95,0.51,70.0,1
1357,click,5,5,6.94,0.3679920539087619,0.12540726751304185,0.3793896919264952,0.12172317070391267,4.03,5.7,6.41,27.0,0
1358,client,6,7,12.05,0.6413549600461331,0.07677203948591714,0.6686182159468501,0.08103747567708137,3.9,5.22,53.24,38.0,0
1359,clientele,9,10,14.12,0.08585069942097605,0.030981926285856293,0.13930029443320496,0.017350791147572858,3.31,5.1,1.57,77.0,0
1360,cliff,5,5,7.27676,0.5387817071249957,0.08321391537697506,0.551500571192584,0.1804710493802792,4.71,4.77,21.57,37.0,0
1361,climate,7,7,7.95,0.21323518637695105,0.0990078536006789,0.49629213928594196,0.0671658833328647,3.5,5.8,3.53,46.0,0
1362,climax,6,8,10.79,0.4333622205882282,0.08475823907432574,0.4333622205882282,0.1645666168482358,2.86,7.53,1.94,51.0,0
1363,climb,5,5,5.3,0.7047142196859991,0.08343443943056275,0.5244398709803278,0.2091276571613894,4.11,5.62,19.75,37.0,0
1364,climber,7,7,8.05,0.727822675529705,0.11485407270451771,0.05264841269444373,0.07632957296042565,4.5,6.0,0.78,36.0,1
1365,clinch,6,6,10.94,0.38291631624332345,0.13019483338020013,0.38291631624332345,0.07187380866879792,2.92,4.85,0.67,35.0,0
1366,cling,5,5,7.74,0.2104379806289001,0.1875634906886832,0.2524647025856732,0.1710156824963585,3.59,4.8,2.51,27.0,0
1367,clingy,6,6,7.28,0.16002224021586117,0.10007591638923076,0.2535135989282115,0.10002355463430328,2.45,3.39,0.59,38.0,1
1368,clinic,6,7,9.37,0.3548519604245305,0.075746658171542,0.356392055907222,0.06024510418138658,4.24,4.95,14.0,39.0,0
1369,clinical,8,8,11.84,0.41269162690077543,0.11584283521921508,0.06263831092990978,0.0832278951904651,2.52,4.82,2.92,52.0,1
1370,clink,5,6,9.44,0.4006708645722076,0.1912472905770242,0.4006708645722076,0.18652638959123283,3.2,5.0,1.29,28.0,0
1371,clip,4,5,6.61,0.2753968722596663,0.23163150624333492,0.2758652755888548,0.2255668295156354,4.37,5.36,5.69,29.0,0
1372,clipping,8,7,8.89,0.3538557280910718,0.1526281626559643,0.3538557280910718,0.1416778102522974,4.0,5.1,1.16,35.0,0
1373,clique,6,5,12.42,0.47582089463805277,0.10032099590940269,0.47582089463805277,0.10416826457037415,2.68,4.06,0.76,42.0,0
1374,clitoris,8,9,14.0,0.11539624127843551,0.06587008280001683,0.1406184691375428,0.060246789584431915,4.93,5.57,1.06,62.0,0
1375,cloak,5,5,6.95,0.3600369851410022,0.06462607019744775,0.3600369851410022,0.15494152086454147,4.71,5.95,3.0,37.0,0
1376,cloaking,8,7,9.68,0.13876968142891544,0.07863505115105608,0.052119414819913286,0.1624479271652784,3.28,4.95,0.82,38.0,0
1377,clobber,7,7,8.53,0.25406561404009753,0.1052821381139005,0.2338984728829122,0.07946573267515825,3.55,4.0,0.59,37.0,0
1378,clock,5,5,4.42,0.38708600608130733,0.19688642310915935,0.3889069399624602,0.14584167233310633,5.0,5.65,58.63,28.0,0
1379,clog,4,5,9.39,0.3842634871810963,0.14116356559589113,0.3884975888397513,0.18211702707049973,3.47,2.95,0.8,28.0,0
1380,clone,5,5,8.89,0.4531280732554299,0.19332130428994165,0.5391416617990094,0.11479049457914962,4.34,4.18,2.51,31.0,0
1381,closeness,9,8,7.32,0.060298522284067506,0.06272645080284636,0.11736818952765792,0.0951798191382382,2.39,6.85,0.71,58.0,1
1382,closet,6,7,5.0,0.5345534392524617,0.23650586071026303,0.5449956035287087,0.08378571814596333,4.83,5.1,27.08,34.0,0
1383,clot,4,5,11.05,0.0953083055608556,0.15147659954031897,0.5577186032014184,0.1538770690751358,4.2,2.95,1.8,24.0,0
1384,cloth,5,5,5.3,0.3941391063996561,0.22525916285935227,0.6435780151206335,0.23836739536051427,4.9,6.2,6.1,35.0,0
1385,clothes,7,6,3.11,0.3226435306144827,0.12053807002796373,0.3090569070485529,0.23321694312658972,4.76,6.77,101.14,37.0,0
1386,clothing,8,7,4.22,0.2969672657661699,0.054698750800228006,0.0717833601179386,0.05673190739932006,4.43,6.37,10.84,38.0,0
1387,cloud,5,5,3.63,0.6615568648344131,0.2457845668637897,0.66504807853929,0.1897035115778486,4.54,6.2,11.75,33.0,0
1388,cloudy,6,6,5.5,0.09825150432741234,0.1082695174056228,0.35698488515443855,0.07780258623068348,4.0,4.89,2.16,41.0,1
1389,clove,5,5,10.88,0.249701411416481,0.1822954055155335,0.249701411416481,0.1816555366643161,4.42,5.53,0.51,29.0,0
1390,clover,6,7,5.74,0.37956990362072873,0.16147404203365898,0.12750349398941735,0.18224191444454715,4.69,5.37,1.31,31.0,0
1391,clown,5,5,3.72,0.6277085467284121,0.08319603076586064,0.6277085467284121,0.196275004766866,4.9,5.36,15.82,36.0,0
1392,club,4,5,5.89,0.5398824911862832,0.19688351435492935,0.6009471640502051,0.20665651356171957,3.78,6.5,98.78,32.0,0
1393,cluck,5,5,5.22,0.5194148960722378,0.2598641974022504,0.6132083113286892,0.2414157443919382,3.33,4.75,1.43,29.0,0
1394,clue,4,4,6.06,0.597916074966262,0.2593627657265606,0.15696283268282812,0.16608879785637826,2.93,5.38,17.61,32.0,0
1395,clueless,8,7,7.71,0.08641110597761845,0.053626269500214145,0.14452905785022319,0.04895050857045814,1.97,3.5,1.84,54.0,1
1396,clump,5,6,8.62,0.32316925036684885,0.17883560519104238,0.4896884659266543,0.25739953226564916,4.0,3.92,0.53,30.0,0
1397,clumsy,6,7,7.26,0.14235562943294233,0.10955164910545993,0.43302078093004953,0.09940543398598434,2.77,4.14,5.39,39.0,0
1398,clunk,5,6,8.22,0.3595773677641631,0.261077502588864,0.4669230250579119,0.28846986038773376,3.26,4.4,0.63,28.0,0
1399,cluster,7,8,10.0,0.6461742040987825,0.15996246123423966,0.06799654750016265,0.11868597714272461,4.04,5.05,1.31,35.0,0
1400,clutch,6,5,10.24,0.2572582676539067,0.08100456917624368,0.2629122955144321,0.1888690824343276,3.7,4.8,2.49,38.0,0
1401,clutter,7,7,8.33,0.46217168147237264,0.10770257992267533,0.09320678630007616,0.17912548448797092,3.68,3.67,0.94,35.0,0
1402,coach,5,4,6.89,0.5334471001838086,0.10929506622539821,0.5859453093068271,0.15135712307438903,4.12,5.72,47.63,33.0,0
1403,coal,4,4,6.65,0.28670530222602353,0.0990571474826939,0.1759685510031507,0.09215124722171825,4.66,4.56,6.57,26.0,0
1404,coalition,9,9,13.94,0.5468742552153433,0.13558674029503098,0.5468742552153433,0.06208837870482969,2.75,4.9,1.8,54.0,0
1405,coarse,6,4,9.11,0.02492141162674907,0.04549724028070736,0.06415948568822256,0.0932045479093894,3.25,4.5,1.35,37.0,0
1406,coast,5,5,6.43,0.26141797234231073,0.15139495186750263,0.26141797234231073,0.11771297396762496,4.21,5.9,26.69,33.0,0
1407,coastal,7,6,8.11,0.07399052272983249,0.09330436400904822,0.08470184958980731,0.046215456757318564,3.89,6.21,0.84,44.0,1
1408,coaster,7,7,7.89,0.5167133040174768,0.18616307969712134,0.07812988119846866,0.18213960540008886,4.68,5.48,3.12,34.0,1
1409,coat,4,4,3.58,0.5009162897198871,0.1756004466597361,0.6147157843553452,0.15815665123384742,4.97,5.29,42.08,22.0,0
1410,coating,7,6,8.56,0.198183749821908,0.10483374198411581,0.07559258541508615,0.08796784567442795,3.97,5.25,0.45,35.0,0
1411,coax,4,5,11.47,0.3119784080557271,0.04560915442081986,0.25018749866063644,0.08829239399669339,2.7,5.26,0.8,36.0,0
1412,cobalt,6,7,13.47,0.0474187832509047,0.04496935370745724,0.004255739294745116,0.020099831879723966,4.46,5.63,0.59,46.0,0
1413,cobra,5,6,7.47,0.41654601514659767,0.05844082608594142,0.41654601514659767,0.10076286416431074,5.0,4.42,3.33,37.0,0
1414,cocaine,7,6,12.16,0.10317353333455095,0.11175329237476943,0.07577532999256546,0.0467093277262604,4.52,3.05,8.25,49.0,0
1415,cock,4,4,11.32,0.24349284382941266,0.2001956709824035,0.19810277482229233,0.17596309116116118,4.79,5.05,11.37,20.0,0
1416,cocky,5,5,10.5,0.11025524930670078,0.20111368467314517,0.21001672848481784,0.18362797715555598,2.31,3.45,4.12,34.0,1
1417,cocoa,5,5,6.84,0.22914110535860627,0.08270451054441955,0.04765233906653964,0.1758625319332973,4.89,7.33,5.02,38.0,0
1418,cocoon,6,6,8.95,0.4723230570328764,0.10046861239986776,0.4723230570328764,0.0843050325476085,4.83,5.22,1.12,43.0,0
1419,cod,3,4,11.5,0.0444107614009308,0.08229543697519341,0.21364000849218975,0.08879458514782067,4.61,5.21,2.24,20.0,0
1420,code,4,4,8.11,0.5547031339667998,0.11051683497647169,0.5544369847269317,0.08117222503570379,3.0,4.67,53.12,20.0,0
1421,codeine,7,6,16.47,0.049632513725394234,0.05457876585646193,0.08270155370975507,0.05162598759216553,4.08,4.85,0.45,51.0,0
1422,coding,6,6,11.84,0.4027516973295309,0.040348740414648795,0.4027516973295309,0.10586166942827953,3.03,5.24,0.73,35.0,0
1423,coed,4,6,12.1,0.05642551547078241,0.04119559239777385,0.05525376429149277,0.01671750577280332,3.08,5.68,0.59,26.0,0
1424,coerce,6,5,12.59,0.45462137538586206,0.09092310238339593,0.437018754105136,0.2366832165436436,2.04,3.32,0.41,39.0,0
1425,coexist,7,10,11.56,0.4276950700619226,0.09018127518115786,0.4276950700619226,0.09117274805497909,2.25,5.95,0.49,54.0,1
1426,coffee,6,5,4.94,0.526647338567211,0.12884795450514172,0.22449470372010566,0.22300385649132348,4.81,7.0,144.53,40.0,0
1427,coffin,6,6,7.79,0.579266297798331,0.08537885456034054,0.6083648882766534,0.06712411990598806,4.86,2.63,9.04,39.0,0
1428,cog,3,4,11.33,0.06362185408502302,0.07713159297679908,0.22323639738813697,0.08214938207862701,4.46,4.55,0.53,20.0,0
1429,cognac,6,7,14.16,0.6147733596561913,0.04093862283861577,0.6147733596561913,0.042246711124213084,4.54,4.85,2.65,55.0,0
1430,coil,4,4,9.67,0.44198472081958473,0.11958178255763566,0.5364643341100765,0.1248005108885679,4.56,4.94,1.61,23.0,0
1431,coin,4,4,4.17,0.26508352528394974,0.16511256435626337,0.6405512722473069,0.14571563583816757,4.89,6.55,9.75,26.0,0
1432,coincide,8,9,11.11,0.24473279329720615,0.20362973640118656,0.5298921823239743,0.1620660343672036,2.26,5.27,0.78,52.0,1
1433,coke,4,4,4.74,0.5031819581725432,0.17956860319085036,0.27667188575989304,0.17992257901270609,4.83,6.62,18.59,20.0,0
1434,cola,4,5,4.33,0.194470645459473,0.11025989391882085,0.11021229919167662,0.11314288962715122,4.79,5.67,5.53,22.0,0
1435,cold,4,5,3.95,0.4163721470168635,0.16628968886014606,0.5070372197020055,0.1842335987091964,3.85,4.32,130.16,20.0,0
1436,coleslaw,8,7,6.72,0.1471965818564499,0.038295307082703046,0.1351390758873359,0.05755279708375639,4.67,4.9,1.24,74.0,0
1437,colic,5,6,13.06,0.2263070915914207,0.08816939669839138,0.1851887805144804,0.13087638100197302,3.21,2.95,0.51,35.0,0
1438,collage,7,6,8.33,0.1143499075718651,0.07044688056866344,0.6302103325686838,0.04698067204755296,4.6,5.05,0.73,36.0,0
1439,collapse,8,7,9.17,0.6040926269128125,0.24112088350976896,0.597993686037741,0.17571962883198952,3.67,3.37,5.55,53.0,0
