,word,word length,nr_phon,aoa,OSC_m,OSC_h,PSC_m,PSC_h,conc,val,freq_subtlex,old20,morph
5271,pamper,6,7,9.33,0.48505778411197104,0.124826276961608,0.10154789128637084,0.21064428742962937,2.63,7.11,0.51,32.0,0
5272,pamphlet,8,8,9.5,0.4830084930893919,0.044393172793646296,0.4830084930893919,0.03643552208186978,4.61,4.37,1.18,58.0,0
5273,pan,3,4,4.72,0.11620152998068319,0.14356406423210546,0.1417404985730096,0.1401416537961318,4.86,5.15,12.29,20.0,0
5274,pancreas,8,8,12.84,0.08099798930099941,0.02720955794343556,0.08918373208146745,0.02628166362045064,4.79,4.14,0.78,60.0,0
5275,panda,5,6,5.67,0.4050337726355205,0.07003218998963673,0.23640304903196946,0.15966796732868854,4.75,7.55,2.12,36.0,0
5276,pandemonium,11,13,14.24,0.08183003623712796,0.021580514327062584,0.15391649442902,0.024311270243996274,2.24,4.4,0.65,96.0,0
5277,pane,4,4,9.78,0.10231243590758254,0.09675026220171827,0.14333832852702175,0.08980894700345701,3.86,4.95,0.47,20.0,0
5278,panel,5,5,9.11,0.5247143905068702,0.03768443177787031,0.6556753815225065,0.1413183675368358,4.26,4.81,7.29,36.0,0
5279,pang,4,4,10.5,0.18993311377894587,0.27026932621219385,0.11694330534276733,0.2243334661383822,2.7,4.94,1.59,20.0,0
5280,panic,5,6,8.35,0.42417421517657106,0.06499613038559321,0.49579765879526055,0.3170356827366203,3.04,2.56,21.84,37.0,0
5281,pansy,5,6,8.32,0.15299661926849475,0.18693626013289436,0.5670639414641023,0.09629007712363953,3.89,4.1,1.94,34.0,0
5282,pant,4,5,5.94,0.3970718347815174,0.13431863536295316,0.4362321463632212,0.12676609161814995,4.38,5.33,0.96,20.0,0
5283,panther,7,7,6.67,0.33095679407319084,0.054843429817397885,0.07303686032459039,0.052241317883840524,4.93,6.1,2.57,38.0,0
5284,pantry,6,7,8.17,0.041611414867619045,0.07579683960002777,0.06700617538029544,0.07586976948198393,4.67,5.38,1.75,36.0,0
5285,pants,5,6,3.2271,0.4636867207244436,0.15990534043011284,0.09418853062886402,0.20102036784612656,4.86,5.62,58.75,22.0,0
5286,panty,5,6,6.26,0.41810321543150436,0.21628646056035683,0.41777327862922786,0.2492218883516235,4.59,5.94,1.04,27.0,1
5287,papa,4,5,3.05,0.16351145274885331,0.13881830648508128,0.2677306647241602,0.14684110892816754,4.43,7.0,42.59,24.0,0
5288,papaya,6,6,10.84,0.5822786905198178,0.13058551325243223,0.45951155850922665,0.13600311028605494,4.87,6.43,1.1,46.0,0
5289,paper,5,6,4.0,0.49014484893372534,0.12891784993889924,0.06695997837044236,0.13432651316701968,4.93,5.42,103.35,25.0,0
5290,paperweight,11,8,6.72,0.5105512173146607,0.09605858738138233,0.5105512173146607,0.06855399085056861,4.78,5.05,0.41,88.0,1
5291,paprika,7,8,9.63,0.0822325670424537,0.048226191369178883,0.17962914477548045,0.04287471460016949,5.0,6.4,0.8,58.0,0
5292,parade,6,6,6.53,0.5596461256930236,0.08716689126328409,0.5193267113699734,0.09460933744063123,4.54,6.37,12.88,36.0,0
5293,paradigm,8,8,16.6,0.5685307897460791,0.0670782502797547,0.5685307897460791,0.12824918404204108,1.73,5.55,0.73,62.0,0
5294,paradise,8,8,8.67,0.03719697858006799,0.041315948133327056,0.18294711774284214,0.05850860130707173,2.72,7.0,13.25,53.0,0
5295,paradox,7,9,13.78,0.45204333463531843,0.0530564976457677,0.5205381372949448,0.05039228281461279,1.54,5.4,1.27,50.0,0
5296,parakeet,8,8,6.53,0.709056157747448,0.05808309919479405,0.709056157747448,0.22032014459619914,4.9,6.65,1.08,57.0,0
5297,parallel,8,8,9.95,0.10656170912890266,0.03243004558389107,0.09044127073428171,0.029761877541756153,3.16,5.29,4.39,56.0,0
5298,paraphernalia,13,13,13.27,0.09710229149381656,0.013814119399639809,0.0326521471508171,0.016972556867563823,3.67,5.11,0.61,115.0,0
5299,paraplegic,10,12,13.53,0.08519365694924712,0.02963433646070161,0.0434414574131384,0.03749097518058675,4.0,2.85,0.47,80.0,1
5300,parasite,8,8,9.94,0.6591255207155914,0.04475697588418039,0.6591255207155914,0.08748067893910809,4.34,1.9,2.47,55.0,0
5301,parcel,6,5,10.67,0.6033796230945228,0.04845278755099569,0.6664570473456356,0.1638172581409616,4.81,5.45,1.39,38.0,0
5302,parched,7,5,9.19,0.10845782126785916,0.13250853877391572,0.1057133026617682,0.15375582981531075,3.21,3.3,1.14,35.0,0
5303,parchment,9,8,10.5,0.11093179249704146,0.027725904384421123,0.08910013172037701,0.06926843339919686,4.48,5.48,0.76,62.0,0
5304,pardon,6,5,7.83,0.34977118771716637,0.18998006956565336,0.35778877034669,0.2377902548436087,2.24,5.5,64.65,35.0,0
5305,parent,6,7,4.22,0.44400389483148567,0.06081401404507579,0.5700190567879215,0.06683603071522792,4.56,6.73,13.14,36.0,0
5306,parental,8,8,10.26,0.08170953441712929,0.11972030420041599,0.11640101712376741,0.02348126048240221,2.69,6.21,2.06,51.0,1
5307,parenthood,10,10,8.47,0.05478694983736128,0.04764389456190847,0.11105069773530049,0.05652446060054227,2.55,6.05,0.78,78.0,1
5308,pariah,6,6,14.94,0.37782665109198105,0.04346461287243081,0.37782665109198105,0.06482514920279314,3.33,3.71,0.39,38.0,0
5309,parish,6,6,10.79,0.6393400061254542,0.022621427636640202,0.6967250822185279,0.03703462372549035,3.81,4.0,3.02,35.0,0
5310,park,4,4,4.47,0.29734901352200593,0.11959303906765514,0.49307731993488463,0.12334093177658548,4.74,7.0,72.12,20.0,0
5311,parka,5,5,10.32,0.4455801652465118,0.14784046252887398,0.4455801652465118,0.15624552293433447,4.65,5.84,0.61,34.0,0
5312,parking,7,6,5.94,0.13116629169158622,0.11151473521477359,0.058972758733683475,0.11071529443421435,3.85,4.57,27.04,31.0,0
5313,parliament,10,9,12.0,0.6175678293678932,0.03439313454866701,0.5777980979759852,0.04149467613209439,3.76,4.9,2.24,74.0,0
5314,parody,6,7,12.69,0.19896970370369915,0.04722497734380645,0.5517158674076377,0.07579762595977589,2.56,5.75,0.71,40.0,1
5315,parole,6,6,11.47,0.46923655571113565,0.23269104199102147,0.5182777965403239,0.08690649276390135,2.66,3.25,10.45,32.0,0
5316,parrot,6,6,5.58,0.6626078568033186,0.08016372740201544,0.15764474007439624,0.1384064548740042,5.0,6.79,3.27,38.0,0
5317,parsley,7,6,8.95,0.09978955630375728,0.046523363499925835,0.07341258023381825,0.05271773975053223,4.77,6.26,0.84,43.0,0
5318,part,4,4,5.11,0.2209825376190889,0.1237909002216393,0.22690774792367363,0.13502906489758199,3.29,4.77,261.51,20.0,0
5319,participant,11,11,8.42,0.6344516501189622,0.1685244803678681,0.6344516501189622,0.14356923128724527,3.38,5.32,0.59,70.0,0
5320,participate,11,10,7.05,0.549918765127397,0.23088258517490035,0.5876177445600157,0.2783593944163202,2.59,5.5,4.39,57.0,0
5321,particle,8,7,10.28,0.6804117346565444,0.11996227305492037,0.6804117346565444,0.075186233850118,3.78,5.24,1.78,50.0,0
5322,parting,7,6,7.89,0.2886807461676267,0.15420847094502774,0.2886807461676267,0.17548307765869464,2.79,3.95,2.27,29.0,0
5323,partner,7,7,5.85,0.6271825355016232,0.1060741158900722,0.20629006072861544,0.10624470469665985,3.53,7.11,75.22,38.0,0
5324,partnership,11,9,9.89,0.6703142238098965,0.11021090115324945,0.6703142238098965,0.19089123615296488,2.82,6.5,5.29,85.0,1
5325,partridge,9,7,8.05,0.4872695741996445,0.04901409295852875,0.4872695741996445,0.040522372908811825,4.0,5.95,3.39,59.0,0
5326,party,5,5,4.58,0.5206946025846323,0.13605741109755612,0.42111097484631094,0.17186795536192812,3.89,7.18,233.14,26.0,0
5327,pass,4,4,5.39,0.3338276991487168,0.11239945770241444,0.3428122715147778,0.1592989202495971,2.71,5.73,108.12,20.0,0
5328,passage,7,6,8.11,0.5427129326359404,0.08558909223683946,0.5427129326359404,0.04782231223266455,3.8,5.88,7.65,44.0,1
5329,passageway,10,8,8.56,0.5562323383182329,0.06988548557156216,0.5562323383182329,0.09015458950799292,4.67,5.58,1.18,79.0,1
5330,passenger,9,9,6.65,0.7182211955237171,0.08079913053167108,0.11063135369639078,0.06119517702664549,4.34,4.55,10.76,63.0,0
5331,passion,7,5,10.79,0.48352620675714497,0.09516035728829544,0.45126601363555735,0.20139386463867356,2.3,7.53,19.76,46.0,0
5332,passionate,10,8,11.28,0.4035627728450715,0.10676409010789734,0.41780654404991374,0.04521598754668079,1.48,7.17,6.0,68.0,1
5333,passive,7,6,8.89,0.4455429033605138,0.07123268652491914,0.4455429033605138,0.04573415995380803,2.26,4.84,2.18,42.0,0
5334,past,4,5,6.78,0.08897610327421851,0.12463684100352061,0.11976755169205928,0.12884722735634493,1.7,5.09,123.76,20.0,0
5335,pasta,5,6,5.78,0.6342989831324483,0.21150819702037546,0.11054585526730933,0.0543434438472371,4.86,7.08,4.24,30.0,0
5336,paste,5,5,4.84,0.21792293333982488,0.1531739586540409,0.27553650057066825,0.11168415306312755,4.45,4.95,1.71,24.0,0
5337,pastor,6,7,6.79,0.4453313148845477,0.05820362092043322,0.06899624895109828,0.14768704728942791,4.37,5.35,4.29,37.0,0
5338,pastry,6,7,7.21,0.0806563670381361,0.07875593671982982,0.4451428500307396,0.10303277163521395,4.97,6.9,1.92,37.0,0
5339,pasture,7,7,6.33,0.6416890516302314,0.07796686350702231,0.03750376440535112,0.07091837260907814,4.78,6.15,1.53,39.0,0
5340,patch,5,4,7.28,0.24014690685480247,0.1675305784247324,0.47057462637010905,0.17066078847623126,4.7,5.11,17.41,29.0,0
5341,patent,6,7,12.41,0.5452893303612342,0.21168378766531526,0.5461947228752553,0.07305975680389401,3.32,5.34,2.47,35.0,0
5342,patented,8,9,11.53,0.041471932507869624,0.07831453496939705,0.07261878862292405,0.1597707757526173,2.54,5.05,0.8,52.0,0
5343,pathological,12,12,12.84,0.4669799013846377,0.09618996794171294,0.04775037308980433,0.07348972270959524,1.88,2.71,1.47,67.0,1
5344,pathologist,11,11,14.6,0.5783711329676102,0.14588533765849768,0.5783711329676102,0.178632125809563,4.27,4.2,0.8,68.0,1
5345,pathology,9,9,14.05,0.31321238673412605,0.07317105407322656,0.5359321177931948,0.09269969028515354,2.41,3.91,1.43,63.0,1
5346,patience,8,6,7.68,0.4496303256340784,0.050660752945657715,0.4496303256340784,0.09912046771158803,1.66,6.62,15.37,57.0,0
5347,patient,7,6,7.05,0.6608008200951118,0.11670020793963463,0.6649300523480126,0.10145853753692702,2.5,6.71,63.65,42.0,0
5348,patio,5,6,8.0,0.035895873236123206,0.05021070069889009,0.0958412152526328,0.06165804980784531,4.89,6.61,2.61,37.0,0
5349,patrol,6,7,8.56,0.5795506656388311,0.08840044817126745,0.4791290541893728,0.24534894746664937,3.86,4.04,15.53,37.0,0
5350,patron,6,7,12.56,0.2442433365177591,0.05325880565080743,0.5157527813948921,0.1059811445550773,3.72,5.7,3.1,36.0,0
5351,patronize,9,9,11.0,0.2918672700975954,0.1017024659564243,0.40298607551093696,0.13289009474242716,1.79,3.48,1.57,57.0,1
5352,patter,6,6,9.18,0.11518785565919167,0.13134998126367053,0.12127106309411152,0.13518967947557692,2.93,5.79,0.71,20.0,0
5353,pattern,7,6,6.89,0.6830939061700606,0.07462264911538928,0.6830939061700606,0.3127932695235716,3.92,5.53,14.47,36.0,0
5354,pauper,6,6,9.44,0.48538899401008484,0.050624831940313725,0.04353216269578092,0.14406331500711117,3.8,3.95,0.49,37.0,0
5355,pause,5,4,6.75,0.252530481794874,0.22856776491121927,0.5419784321596657,0.1009843368305428,2.38,5.53,5.39,32.0,0
5356,pave,4,4,8.37,0.27370994039402513,0.08489418264803358,0.2840449682549222,0.10567994416892165,4.03,5.61,0.39,20.0,0
5357,pavement,8,8,6.3,0.6270890172594928,0.12595128618758977,0.6270890172594928,0.09160616004198191,4.72,5.5,2.02,51.0,1
5358,pavilion,8,9,10.58,0.5202190614427016,0.04689540213926143,0.5202190614427016,0.052191016367486805,4.59,6.1,0.96,57.0,0
5359,paw,3,3,5.89,0.19926502402188015,0.1506527065686126,0.102137227786989,0.15520723192389882,4.3,5.43,3.12,20.0,0
5360,pawn,4,4,9.06,0.22179144315386856,0.12897002551324413,0.3840445140933472,0.1172065200230372,3.9,3.9,4.33,28.0,0
5361,pay,3,3,5.5,0.5899604339958957,0.17208746365465236,0.26637345532996637,0.19716469516743673,3.54,6.23,254.61,20.0,0
5362,payable,7,6,8.55,0.05698205982572956,0.0379633837119104,0.05324128337712359,0.030495933929871093,2.46,6.75,0.75,44.0,1
5363,payment,7,7,8.67,0.685910413704245,0.11254584820481943,0.6933064451191848,0.05900725126801852,3.91,5.16,10.55,48.0,1
5364,pea,3,3,3.95,0.0891762322675608,0.11723264420595322,0.09747720247428485,0.14256080195120005,4.9,6.0,3.9,20.0,0
5365,peace,5,4,6.32,0.5187614514550408,0.09660206217471858,0.23888116727490402,0.09546082513690536,1.62,7.75,69.61,34.0,0
5366,peaceful,8,7,7.22,0.4996676586361429,0.07028170261202261,0.4996676586361429,0.12205861219948619,2.27,8.0,11.24,56.0,1
5367,peach,5,4,4.21,0.329119088849848,0.1356086230797627,0.3366438029212412,0.1318668850770117,4.9,6.83,6.35,29.0,0
5368,peak,4,4,7.11,0.018335159644067796,0.08515741634301349,0.18575670310515655,0.08579947573458718,4.2,6.1,5.94,24.0,0
5369,pear,4,4,4.0,0.07367795236475996,0.11041586266404035,0.015094278630094988,0.08709356346163893,4.93,6.7,1.33,20.0,0
5370,pearl,5,4,6.2750020000000015,0.45237671176870076,0.20938230050160153,0.43976367104943564,0.1349692367986059,4.87,6.05,15.67,33.0,0
5371,pearly,6,5,8.5,0.1686571849892661,0.1511699027443157,0.12503671281265538,0.13507691399357308,3.28,6.43,1.0,34.0,1
5372,peasant,7,6,8.56,0.7272659938368267,0.15685675304608265,0.7272659938368267,0.1293006796387725,3.96,4.62,4.02,45.0,0
5373,pebble,6,5,5.68,0.49303202203760155,0.06328121181167316,0.49303202203760155,0.05286560352433654,4.86,5.72,1.27,39.0,0
5374,pecan,5,6,6.8,0.5845327322315522,0.06838502924917852,0.5845327322315522,0.11417278407921856,4.87,6.63,0.94,38.0,0
5375,pecker,6,6,9.0,0.28677199120332036,0.2346095731658125,0.38966476024194185,0.2685350845433962,4.23,4.81,1.8,31.0,1
5376,peculiar,8,10,12.0,0.48351072690254354,0.06820290745006137,0.12973069584115,0.04809520129503527,1.95,4.68,7.55,64.0,0
5377,peddle,6,5,7.29,0.3285216285346368,0.24568689676960695,0.4448544738810878,0.19926205136914354,4.04,4.89,1.06,33.0,0
